512 	 5870 
256 	 2490 
256 	 3878 
128 	 568 
128 	 842 
64 	 288 
64 	 408 
8 	 193 
8 	 58 
4 	 24 
4 	 6 
2 	 78 
2 	 37 
1 	 69 
1 	 40 
1 	 118 
1 	 85 
4 	 235 
4 	 127 
2 	 151 
2 	 88 
1 	 127 
1 	 87 
1 	 167 
1 	 77 
2 	 258 
2 	 166 
1 	 216 
1 	 96 
1 	 255 
1 	 160 
32 	 938 
32 	 568 
16 	 544 
16 	 428 
8 	 312 
8 	 165 
4 	 270 
4 	 181 
2 	 241 
2 	 162 
1 	 223 
1 	 152 
1 	 231 
1 	 140 
2 	 318 
2 	 167 
1 	 287 
1 	 161 
1 	 248 
1 	 170 
4 	 514 
4 	 352 
2 	 286 
2 	 151 
1 	 254 
1 	 166 
1 	 460 
1 	 253 
2 	 581 
2 	 402 
1 	 520 
1 	 373 
1 	 518 
1 	 354 
8 	 694 
8 	 411 
4 	 638 
4 	 366 
2 	 548 
2 	 324 
1 	 497 
1 	 329 
1 	 486 
1 	 349 
2 	 515 
2 	 342 
1 	 484 
1 	 352 
1 	 456 
1 	 316 
4 	 635 
4 	 326 
2 	 540 
2 	 312 
1 	 461 
1 	 306 
1 	 410 
1 	 264 
2 	 554 
2 	 320 
1 	 407 
1 	 229 
1 	 415 
1 	 276 
16 	 884 
16 	 327 
8 	 739 
8 	 426 
4 	 666 
4 	 370 
2 	 512 
2 	 296 
1 	 400 
1 	 299 
1 	 452 
1 	 266 
2 	 592 
2 	 390 
1 	 493 
1 	 327 
1 	 478 
1 	 326 
4 	 658 
4 	 398 
2 	 532 
2 	 300 
1 	 411 
1 	 284 
1 	 427 
1 	 274 
2 	 520 
2 	 311 
1 	 398 
1 	 247 
1 	 354 
1 	 243 
8 	 770 
8 	 442 
4 	 772 
4 	 361 
2 	 563 
2 	 284 
1 	 360 
1 	 221 
1 	 434 
1 	 285 
2 	 671 
2 	 366 
1 	 497 
1 	 310 
1 	 488 
1 	 301 
4 	 690 
4 	 455 
2 	 542 
2 	 296 
1 	 413 
1 	 282 
1 	 434 
1 	 339 
2 	 562 
2 	 301 
1 	 446 
1 	 322 
1 	 366 
1 	 262 
64 	 1617 
64 	 1173 
32 	 796 
32 	 494 
16 	 757 
16 	 557 
8 	 549 
8 	 387 
4 	 480 
4 	 284 
2 	 383 
2 	 260 
1 	 323 
1 	 229 
1 	 321 
1 	 234 
2 	 381 
2 	 287 
1 	 302 
1 	 262 
1 	 392 
1 	 310 
4 	 648 
4 	 521 
2 	 501 
2 	 385 
1 	 397 
1 	 357 
1 	 545 
1 	 359 
2 	 666 
2 	 496 
1 	 595 
1 	 500 
1 	 648 
1 	 540 
8 	 755 
8 	 467 
4 	 691 
4 	 515 
2 	 620 
2 	 531 
1 	 601 
1 	 534 
1 	 567 
1 	 473 
2 	 630 
2 	 490 
1 	 556 
1 	 470 
1 	 574 
1 	 520 
4 	 647 
4 	 461 
2 	 608 
2 	 432 
1 	 515 
1 	 450 
1 	 567 
1 	 452 
2 	 585 
2 	 456 
1 	 471 
1 	 418 
1 	 441 
1 	 371 
16 	 701 
16 	 406 
8 	 673 
8 	 424 
4 	 626 
4 	 415 
2 	 581 
2 	 417 
1 	 441 
1 	 360 
1 	 462 
1 	 377 
2 	 580 
2 	 394 
1 	 482 
1 	 374 
1 	 455 
1 	 355 
4 	 560 
4 	 444 
2 	 534 
2 	 409 
1 	 464 
1 	 345 
1 	 426 
1 	 330 
2 	 513 
2 	 406 
1 	 459 
1 	 353 
1 	 403 
1 	 325 
8 	 1257 
8 	 808 
4 	 1000 
4 	 644 
2 	 479 
2 	 375 
1 	 398 
1 	 326 
1 	 520 
1 	 320 
2 	 1179 
2 	 788 
1 	 1039 
1 	 673 
1 	 1291 
1 	 741 
4 	 1378 
4 	 944 
2 	 1400 
2 	 837 
1 	 1237 
1 	 791 
1 	 1298 
1 	 817 
2 	 1381 
2 	 846 
1 	 1264 
1 	 762 
