101 	 1 
102 	 1 
103 	 209 
104 	 173 
101 	 1 
102 	 40 
103 	 202 
104 	 174 
97 	 1 
98 	 1 
99 	 1 
100 	 1 
101 	 1 
102 	 40 
103 	 202 
104 	 174 
105 	 393 
106 	 294 
107 	 647 
108 	 479 
105 	 410 
106 	 693 
107 	 859 
108 	 482 
109 	 772 
110 	 595 
111 	 629 
112 	 448 
109 	 803 
110 	 1009 
111 	 918 
112 	 471 
105 	 416 
106 	 703 
107 	 879 
108 	 986 
109 	 999 
110 	 907 
111 	 797 
112 	 420 
97 	 1 
98 	 1 
99 	 1 
100 	 1 
101 	 1 
102 	 51 
103 	 211 
104 	 429 
105 	 541 
106 	 662 
107 	 815 
108 	 944 
109 	 960 
110 	 879 
111 	 785 
112 	 411 
113 	 815 
114 	 632 
115 	 1124 
116 	 828 
113 	 867 
114 	 1316 
115 	 1451 
116 	 770 
117 	 1109 
118 	 778 
119 	 1177 
120 	 821 
117 	 1172 
118 	 1492 
119 	 1506 
120 	 769 
113 	 900 
114 	 1333 
115 	 1483 
116 	 1401 
117 	 1309 
118 	 1255 
119 	 1242 
120 	 623 
121 	 1177 
122 	 844 
123 	 1304 
124 	 929 
121 	 1233 
122 	 1705 
123 	 1708 
124 	 852 
125 	 1370 
126 	 952 
127 	 1169 
128 	 770 
125 	 1453 
126 	 1723 
127 	 1493 
128 	 781 
121 	 1254 
122 	 1717 
123 	 1741 
124 	 1544 
125 	 1489 
126 	 1399 
127 	 1203 
128 	 615 
113 	 910 
114 	 1342 
115 	 1487 
116 	 1406 
117 	 1317 
118 	 1267 
119 	 1261 
120 	 1287 
121 	 1234 
122 	 1239 
123 	 1237 
124 	 1220 
125 	 1255 
126 	 1203 
127 	 1072 
128 	 540 
129 	 1135 
130 	 708 
131 	 1150 
132 	 744 
129 	 1242 
130 	 1317 
131 	 1325 
132 	 761 
133 	 1079 
134 	 682 
135 	 1149 
136 	 729 
133 	 1196 
134 	 1263 
135 	 1294 
136 	 757 
129 	 1322 
130 	 1347 
131 	 1369 
132 	 1296 
133 	 1140 
134 	 1110 
135 	 1109 
136 	 656 
137 	 1149 
138 	 767 
139 	 1269 
140 	 802 
137 	 1278 
138 	 1379 
139 	 1451 
140 	 846 
141 	 1205 
142 	 818 
143 	 1364 
144 	 914 
141 	 1364 
142 	 1451 
143 	 1535 
144 	 976 
137 	 1339 
138 	 1427 
139 	 1515 
140 	 1463 
141 	 1369 
142 	 1324 
143 	 1324 
144 	 834 
129 	 1417 
130 	 1374 
131 	 1372 
132 	 1300 
133 	 1145 
134 	 1129 
135 	 1149 
136 	 1198 
137 	 1128 
138 	 1180 
139 	 1231 
140 	 1210 
141 	 1151 
142 	 1183 
143 	 1198 
144 	 782 
145 	 2018 
146 	 1405 
147 	 2576 
148 	 1778 
145 	 2167 
146 	 2795 
147 	 3126 
148 	 1601 
149 	 2585 
150 	 1874 
151 	 2656 
152 	 1938 
149 	 2759 
150 	 3478 
151 	 3305 
152 	 1686 
145 	 2246 
146 	 2871 
147 	 3233 
148 	 3153 
149 	 2976 
150 	 2826 
151 	 2706 
152 	 1391 
153 	 2913 
154 	 2106 
155 	 3027 
156 	 2156 
153 	 3126 
154 	 4049 
155 	 3784 
156 	 1846 
157 	 3126 
158 	 2208 
159 	 2956 
