195 	 0 	 83 	 1 
196 	 120 	 100 	 1 
193 	 0 	 4 	 1 
194 	 0 	 30 	 1 
195 	 0 	 83 	 1 
196 	 120 	 100 	 1 
197 	 190 	 179 	 191 
198 	 134 	 133 	 84 
199 	 140 	 138 	 197 
200 	 176 	 172 	 114 
197 	 190 	 202 	 209 
198 	 134 	 153 	 249 
199 	 140 	 158 	 288 
200 	 176 	 194 	 159 
193 	 0 	 65 	 1 
194 	 0 	 98 	 1 
195 	 0 	 152 	 1 
196 	 120 	 144 	 90 
197 	 190 	 208 	 240 
198 	 134 	 158 	 273 
199 	 140 	 160 	 291 
200 	 176 	 194 	 153 
201 	 236 	 223 	 264 
202 	 235 	 229 	 153 
203 	 212 	 208 	 243 
204 	 191 	 187 	 155 
201 	 236 	 231 	 291 
202 	 235 	 237 	 354 
203 	 212 	 229 	 369 
204 	 191 	 207 	 216 
205 	 208 	 207 	 243 
206 	 208 	 204 	 137 
207 	 192 	 190 	 212 
208 	 260 	 259 	 119 
205 	 208 	 210 	 267 
206 	 208 	 207 	 310 
207 	 192 	 194 	 307 
208 	 260 	 267 	 159 
201 	 236 	 236 	 329 
202 	 235 	 243 	 384 
203 	 212 	 236 	 391 
204 	 191 	 215 	 339 
205 	 208 	 235 	 357 
206 	 208 	 236 	 341 
207 	 192 	 219 	 304 
208 	 260 	 291 	 192 
193 	 0 	 179 	 1 
194 	 0 	 187 	 1 
195 	 0 	 239 	 1 
196 	 120 	 208 	 94 
197 	 190 	 269 	 244 
198 	 134 	 205 	 282 
199 	 140 	 207 	 294 
200 	 176 	 232 	 338 
201 	 236 	 264 	 392 
202 	 235 	 267 	 408 
203 	 212 	 262 	 388 
204 	 191 	 231 	 334 
205 	 208 	 253 	 349 
206 	 208 	 249 	 339 
207 	 192 	 232 	 309 
208 	 260 	 311 	 230 
209 	 311 	 309 	 296 
210 	 445 	 443 	 173 
211 	 416 	 421 	 331 
212 	 373 	 363 	 170 
209 	 311 	 317 	 309 
210 	 445 	 453 	 446 
211 	 416 	 425 	 470 
212 	 373 	 366 	 215 
213 	 374 	 362 	 356 
214 	 343 	 337 	 197 
215 	 347 	 333 	 318 
216 	 346 	 337 	 186 
213 	 374 	 375 	 382 
214 	 343 	 359 	 435 
215 	 347 	 348 	 435 
216 	 346 	 355 	 231 
209 	 311 	 334 	 316 
210 	 445 	 481 	 460 
211 	 416 	 452 	 490 
212 	 373 	 387 	 490 
213 	 374 	 383 	 505 
214 	 343 	 366 	 472 
215 	 347 	 356 	 442 
216 	 346 	 361 	 237 
217 	 391 	 377 	 368 
218 	 359 	 360 	 208 
219 	 356 	 342 	 326 
